
==== Front
Front Genet
Front Genet
Front. Genet.
Frontiers in Genetics
1664-8021
Frontiers Media S.A.

794820
10.3389/fgene.2021.794820
Genetics
Original Research
Educational Attainment and Ischemic Stroke: A Mendelian Randomization Study
Gao et al.
Education and Ischaemic Stroke
Gao Luyan 1

Wang Kun 2
Ni Qing-Bin 2
Fan Hongguang 1
Zhao Lan 1
Huang Lei 1
Yang Mingfeng 3 *

Li Huanming 4 *
1 Department of Neurology, Tianjin Fourth Central Hospital, The Fourth Central Hospital Affilicated to Nankai University, The Fourth Central Clinical College of Tianjin Medical University, Tianjin, China
2 Taishan Academy of Medical Sciences, Taian City Central Hospital, Taian, China
3 Second Affiliated Hospital, Brain Science Institute, Key Laboratory of Cerebral Microcirculation in Universities of Shandong, Shandong First Medical University and Shandong Academy of Medical Sciences, Taian, China
4 Department of Cardiovascular, Tianjin Fourth Central Hospital, The Fourth Central Hospital Affilicated to Nankai University, The Fourth Central Clinical College of Tianjin Medical University, Tianjin, China
Edited by: Liangcai Zhang, Janssen Research and Development, United States

Reviewed by: Yang Hu, Harbin Institute of Technology, China

Keshen Li, The First Affiliated Hospital of Jinan University, China

*Correspondence: Mingfeng Yang, mfyang@163.com; Huanming Li, 13820788663@163.com
This article was submitted to Statistical Genetics and Methodology, a section of the journal Frontiers in Genetics

11 2 2022
2021
12 79482014 10 2021
24 12 2021
Copyright © 2022 Gao, Wang, Ni, Fan, Zhao, Huang, Yang and Li.
2022
Gao, Wang, Ni, Fan, Zhao, Huang, Yang and Li
https://creativecommons.org/licenses/by/4.0/ This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.
Observational studies have evaluated the potential association of socioeconomic factors such as higher education with the risk of stroke but reported controversial findings. The objective of our study was to evaluate the potential causal association between higher education and the risk of stroke. Here, we performed a Mendelian randomization analysis to evaluate the potential association of educational attainment with ischemic stroke (IS) using large-scale GWAS datasets from the Social Science Genetic Association Consortium (SSGAC, 293,723 individuals), UK Biobank (111,349 individuals), and METASTROKE consortium (74,393 individuals). We selected three Mendelian randomization methods including inverse-variance-weighted meta-analysis (IVW), weighted median regression, and MR–Egger regression. IVW showed that each additional 3.6-year increase in years of schooling was significantly associated with a reduced IS risk (OR = 0.54, 95% CI: 0.41–0.71, and p = 1.16 × 10–5). Importantly, the estimates from weighted median (OR = 0.49, 95% CI: 0.33–0.73, and p = 1.00 × 10–3) and MR–Egger estimate (OR = 0.18, 95% CI: 0.06–0.60, and p = 5.00 × 10–3) were consistent with the IVW estimate in terms of direction and magnitude. In summary, we provide genetic evidence that high education could reduce IS risk.

stroke
educational attainment
Mendelian randomization
genome-wide association studies
ischaemic stroke
National Natural Science Foundation of China 10.13039/501100001809 81871855
==== Body
pmcIntroduction

Stroke is one of the leading causes of serious long-term disability in the world and is the fifth leading cause of death in the United States (Mozaffarian et al., 2016a; Mozaffarian et al., 2016b). Every year, there are more than 795,000 people having a stroke and more than 130,000 deaths from stroke, and the estimated stroke cost is $33 billion in the United States (Mozaffarian et al., 2016b). In recent years, there has been an increased interest for observational studies exploring the impact of socioeconomic factors such as higher education on stroke risk. In fact, a number of studies have reported that high education could reduce the risk of stroke (Nordahl et al., 2014; Ferrario et al., 2017; Kubota et al., 2017; Mchutchison et al., 2017). However, there are still some inconsistent findings. In 2002, Chang et al. found that stroke risk was reduced among less educated women in Africa, compared to highly educated women (Chang et al., 2002). It is well known that persons with cognitive impairment are at a higher risk of stroke (Sajjad et al., 2015). In 2015, Sajjad et al. conducted an observational study of 9,152 participants from the Rotterdam (Sajjad et al., 2015). They identified that education could modify the association between subjective memory complaints and risk of stroke (Sajjad et al., 2015). Higher education is significantly associated with a higher risk of stroke (hazard ratio = 1.39; 95% CI: 1.07–1.81) (Sajjad et al., 2015).

In recent years, large-scale genome-wide association studies (GWAS) promptly identified some common genetic variants and provided insight into the genetics of educational attainment (Okbay et al., 2016) and stroke (Malik et al., 2016). The existing large-scale GWAS datasets provide strong support for investigating the potential causal association of educational attainment with stroke risk by a Mendelian randomization analysis (Mokry et al., 2015; Nelson et al., 2015; Ference et al., 2017; Larsson et al., 2017a; Manousaki et al., 2017; Tillmann et al., 2017). This method could avoid some limitations of observational studies and is widely used to determine the causal inferences (Mokry et al., 2015; Ference et al., 2017; Larsson et al., 2017a; Manousaki et al., 2017; Tillmann et al., 2017; Wang et al., 2020).

It is reported that about 87% of all strokes are ischemic stroke (IS), in which blood flow to the brain is blocked (Mozaffarian et al., 2016a; Mozaffarian et al., 2016b). Intracerebral hemorrhage is the second most common cause of stroke (about 15%–30% of strokes) (An et al., 2017). Here, we performed a Mendelian randomization (MR) study to investigate the association of increased educational attainment with IS risk using the genetic variants from the large-scale educational attainment GWAS dataset (N = 405,072 individuals of European descent) and the large-scale IS GWAS dataset (N = 29,633, including 10,307 IS cases and 19,326 controls of European descent).

Materials and Methods

Study Mesign

MR is based on three principal assumptions (Emdin et al., 2017; Larsson et al., 2017a). First, the genetic variants selected to be instrumental variables should be associated with the exposure (educational attainment) (Emdin et al., 2017; Larsson et al., 2017a). Second, the genetic variants should not be associated with confounders (assumption 2) (Emdin et al., 2017; Larsson et al., 2017a). Third, genetic variants should affect the risk of the outcome (IS) only through the exposure (educational attainment) (assumption 3) (Emdin et al., 2017; Larsson et al., 2017a). Recent studies have provided the more detailed information about the three principal assumptions (Liu et al., 2018; Liu et al., 2019; Zhang et al., 2020; Liu et al., 2021a; Liu et al., 2021b; Sun et al., 2021). This study is based on the publicly available, large-scale GWAS summary datasets. All participants gave informed consent in all these corresponding original studies. All relevant data are within the paper and the Supplementary Tables S1. The authors confirm that all data underlying the findings are either fully available without restriction through consortia websites or may be made available from consortia upon request.

Educational Attainment GWAS Dataset

We selected a large-scale GWAS dataset of educational attainment in individuals of European descent whose educational attainment was assessed at or above age 30 (Okbay et al., 2016). The examined phenotype is a continuous variable measuring the number of years of schooling completed (EduYears) (Okbay et al., 2016). This GWAS dataset consisted of 293,723 individuals in the discovery stage [Social Science Genetic Association Consortium (SSGAC), EduYears mean = 14.3, standard deviation (SD) = 3.6] and 111,349 individuals in the independent replication stage (UK Biobank, EduYears mean = 13.7, SD = 5.1) (a total of 405,072 individuals of European descent) (Okbay et al., 2016). In brief, the discovery stage GWAS from SSGAC was performed at the cohort level in individuals of European descent (Okbay et al., 2016). The replication stage GWAS from UK Biobank was conducted using conventionally population-based unrelated individuals with “White British” ancestry in the United Kingdom (Okbay et al., 2016). The meta-analysis of the discovery and replication stages of GWAS identified 162 independent genetic variants with the genome-wide significance (p < 5.00 × 10–8) (Okbay et al., 2016). Here, we selected these 162 independent genetic variants as the potential instrumental variables, as provided in Table 1 and Supplementary Table S1, which could explain 1.6%–1.8% of the variance in education (Tillmann et al., 2017). Meanwhile, Li and others also selected these 162 independent genetic variants in their MR analysis to evaluate the causal association between educational attainment and asthma (Li et al., 2021).

TABLE 1 162 independent genetic variants as the potential instrumental variables.

SNP	Effect allele	Non-effect allele	Effect allele frequency	Effect size	Standard error	p-value	
rs4076457	T	C	0.25	0.015	0.0026	8.85E-09	
rs78387210	T	C	0.09	0.023	0.004	8.41E-09	
rs7610856	A	C	0.43	0.012	0.0023	3.02E-08	
rs78365243	T	C	0.95	0.029	0.0052	2.22E-08	
rs1115240	C	G	0.75	−0.016	0.0026	7.05E-10	
rs7605827	A	T	0.29	0.016	0.0029	4.86E-08	
rs76076331	T	C	0.14	0.02	0.0032	2.38E-10	
rs1596747	A	G	0.51	0.014	0.0022	1.14E-09	
rs77702819	T	G	0.09	0.022	0.004	2.93E-08	
rs12646808	T	C	0.66	0.015	0.0024	3.79E-10	
rs2624818	A	G	0.11	0.021	0.0037	8.63E-09	
rs7633857	C	G	0.52	−0.014	0.0026	4.74E-08	
rs11976020	A	G	0.23	−0.015	0.0027	4.43E-08	
rs4308415	C	G	0.44	−0.013	0.0022	2.52E-09	
rs700590	T	C	0.59	−0.013	0.0023	2.84E-08	
rs756912	T	C	0.52	−0.014	0.0022	1.14E-09	
rs7241530	T	C	0.36	−0.013	0.0023	2.28E-08	
rs35971989	A	G	0.84	0.018	0.0032	2.95E-08	
rs11771168	T	C	0.24	−0.015	0.0027	2.56E-08	
rs17504614	T	C	0.8	0.016	0.0028	1.56E-08	
rs9914544	A	C	0.62	−0.013	0.0023	4.66E-08	
rs4675248	A	G	0.4	−0.012	0.0023	4.39E-08	
rs6800916	A	T	0.08	−0.024	0.0043	1.70E-08	
rs35532491	A	T	0.9	-0.022	0.0038	7.15E-09	
rs56044892	T	C	0.2	−0.016	0.0028	5.37E-09	
rs79925071	T	G	0.56	0.013	0.0022	1.52E-08	
rs12145291	T	C	0.94	−0.029	0.0051	2.21E-08	
rs34106693	C	G	0.83	0.017	0.0031	1.80E-08	
rs12754946	T	C	0.57	0.013	0.0023	1.48E-08	
rs4741343	A	G	0.18	−0.016	0.0029	2.32E-08	
rs76878669	C	G	0.76	0.014	0.0026	4.12E-08	
rs775326	A	C	0.32	−0.014	0.0024	1.22E-08	
rs10821136	T	C	0.34	0.013	0.0024	3.58E-08	
rs1925576	A	G	0.54	−0.012	0.0022	2.23E-08	
rs6065080	T	C	0.36	−0.013	0.0023	1.16E-08	
rs56158183	A	G	0.07	0.025	0.0043	1.42E-08	
rs12531458	A	C	0.52	0.012	0.0022	3.81E-08	
rs62379838	T	C	0.69	0.013	0.0024	4.06E-08	
rs7590368	T	C	0.73	−0.014	0.0025	2.72E-08	
rs113520408	A	G	0.27	0.015	0.0025	7.15E-09	
rs62263033	T	C	0.96	0.037	0.0063	5.60E-09	
rs11643654	A	C	0.6	0.013	0.0023	2.00E-08	
rs10930008	A	G	0.73	−0.014	0.0025	4.14E-08	
rs56262138	A	T	0.3	0.014	0.0025	2.29E-08	
rs113779084	A	G	0.31	0.014	0.0024	2.70E-08	
rs62262721	T	C	0.96	0.042	0.0072	3.41E-09	
rs1967109	A	G	0.15	−0.017	0.0031	4.40E-08	

IS GWAS Dataset

The IS GWAS dataset is from the METASTROKE consortium (Malik et al., 2016). The METASTROKE consortium performed a meta-analysis of 12 IS cohorts with a total of 10,307 IS individuals and 19,326 controls of European ancestry (N = 29,633 individuals) (Malik et al., 2016). More detailed information is described in the original study (Malik et al., 2016). The significance threshold for the association of these 162 educational attainment genetic variants with IS is p < 0.05/162 = 3.09 × 10–4.

Pleiotropy Analysis

We performed a comprehensive pleiotropy analysis to assure that the selected genetic variants do not exert effects on IS through biological pathways independent of education levels. The American Heart Association and American Stroke Association have reported the leading risk factors for stroke, including high blood pressure, high cholesterol, heart disease (coronary artery disease), diabetes, current smoking, obesity, and excessive alcohol drinking (Meschia et al., 2014). In stage 1, we manually evaluated the potential pleiotropy using the GWAS datasets about the known confounders including high blood pressure, high cholesterol, body mass index (BMI), smoking behavior, and alcohol drinking from the UK Biobank (Sudlow et al., 2015); coronary artery disease from the CARDIoGRAMplusC4D [Coronary ARtery DIsease Genome wide Replication and Meta-analysis (CARDIoGRAM) plus The Coronary artery disease (C4D) Genetics] consortium (Nikpay et al., 2015); and type 2 diabetes from the DIAGRAM (DIAbetes Genetics Replication And Meta-analysis) consortium (Zhao et al., 2017). The significance threshold for the association of these 162 genetic variants with the potential confounders is a Bonferroni correction p < 0.05/162 = 3.09E-04.

In stage 2, we selected three statistical methods to perform the pleiotropy analysis. The first statistical method is based on the heterogeneity test (Greco et al., 2015; Hartwig et al., 2017; Liu et al., 2017). The potential heterogeneity in these genetic variants could be evaluated using Cochran’s Q test (together with the I2 index), which is a useful tool to explore the presence of heterogeneity due to pleiotropy or other causes, especially in MR studies with large sample sizes based on summary data (Greco et al., 2015). The second statistical method is the MR–Egger intercept test that provides an assessment of the validity of the instrumental variable assumptions and provides a statistical test of the presence of potential pleiotropy (Dale et al., 2017). The third statistical method is a newly developed method named Mendelian Randomization Pleiotropy RESidual Sum and Outlier (MR-PRESSO) test (Verbanck et al., 2018). In all these three statistical methods, the threshold of statistical significance for evidence of pleiotropy is p < 0.05.

Mendelian Randomization Analysis

We selected three MR methods including inverse-variance-weighted meta-analysis (IVW), weighted median regression, and MR–Egger regression, as in recent studies (Dale et al., 2017; Larsson et al., 2017a; Tillmann et al., 2017; Liu et al., 2018; Liu et al., 2019). If there is no clear evidence of pleiotropy, these three methods should give consistent estimates. The odds ratio (OR) as well as 95% confidence interval (CI) of IS corresponds to a per 3.6 increase [about 1 standard deviation (SD)] in educational attainment levels. All analyses were conducted using R (version 3.2.4) and R package “MendelianRandomization” (Yavorska and Burgess, 2017). The statistical significance was p < 0.05.

Power Analysis

The proportion of education variance explained by the instrumental variables can be estimated using R 2. R2=∑i=1kβi2∗2∗MAFSNPi(1−MΑFSNPi)var(X)

where βi is the effect size (beta coefficient) associated with the education for SNPi , MAFSNPi is the minor allele frequency for SNPi , K is the number of genetic variants, and var(X) is the variance of the education [ var(X) = 1 for education, since the beta estimates refer to change in 1 standard deviation (SD)] (Pattaro et al., 2016; Mack et al., 2017). The strength of the instrumental variables was evaluated by the first-stage F-statistic (Noyce et al., 2017; Xu et al., 2017). A common threshold is F > 10 which avoids bias in MR studies (Burgess and Thompson, 2011). Here, we calculated statistical power to estimate the minimum detectable magnitudes of association for IS using the web-based tool mRnd and a two-sided type-I error rate α of 0.05 (Brion et al., 2013).

Results

Association of Educational Attainment Variants With IS

Of the 162 genetic variants associated with educational attainment, we extracted the summary statistics for all these 162 variants in the IS GWAS dataset. The characteristics of 162 genetic variants used as instrumental variables in IS are described in Supplementary Table S2. We noticed that none of these 162 genetic variants was significantly associated with IS risk at the Bonferroni-corrected significance threshold (p < 0.05/162 = 3.09 × 10–3) (Supplementary Table S2).

Pleiotropy Analysis

In stage 1, 51 of these 162 educational attainment genetic variants are significantly associated with known confounders at the Bonferroni-corrected significance threshold (p < 0.05/162 = 3.09 × 10–3), as described in Supplementary Tables S3–S9. In brief, seven genetic variants were significantly associated with smoking. Two genetic variants were significantly associated with coronary artery disease. Six genetic variants were significantly associated with high blood pressure. 43 genetic variants were significantly associated with BMI. To meet the MR assumptions, we excluded these 51 genetic variants in the following analysis. In stage 2, using the remaining 111 genetic variants, the heterogeneity test showed no significant heterogeneity [I2 = 0%, 95% CI (0%; 16.8%), and p = 0.7093]. The MR–Egger intercept test showed no significant pleiotropy (MR–Egger intercept β = 0.018; p = 0.064). The MR-PRESSO test did not identify any horizontal pleiotropic outliers.

Association of Educational Attainment Levels With IS

Using the remaining 111 genetic variants, IVW showed that each SD increase in years of schooling (3.6 years) was significantly associated with a reduced IS risk (OR = 0.54, 95% CI: 0.41–0.71, and p = 1.16 × 10–5). Interestingly, the estimates from weighted median (OR = 0.49, 95% CI: 0.33–0.73, and p = 1.00 × 10–3), and MR–Egger estimate (OR = 0.18, 95% CI: 0.06–0.60, and p = 5.00 × 10–3), were consistent with the IVW estimate in terms of direction and magnitude, as provided in Table 2. Figure 1 shows individual causal estimates from each of the 111 genetic variants using different methods.

TABLE 2 MR analysis results between educational attainment and IS.

Method	OR	95% CI	p value	
Inverse-variance weighted	0.54	0.41–0.71	1.16 × 10–5	
Weighted median	0.49	0.33–0.73	1.00 × 10–3	
MR–Egger	0.18	0.06–0.60	5.00 × 10–3	
OR, odds ratio; CI, confidence interval; the significance was at p < 0.05.

FIGURE 1 Individual causal estimates from each of the 111 genetic variants. This scatter plot shows individual causal estimates from each of 111 genetic variants associated with educational attainment on the x-axis and IS risk on the y-axis. The continuous line represents the causal estimate of educational attainment on IS risk.

Power Analysis

Here, all these 111 genetic variants could explain about 1.09% of the educational attainment variance (R 2 = 1.09%). The first-stage F-statistic for the instrument including these 111 genetic variants was 327.56 > 10, so a weak instrument bias is unlikely. The actual N for IS GWAS is 29,633, and the proportion of cases is 0.347822. Our MR study had 80% power to detect effect sizes of moderate magnitude with ORs as low as 0.71 and as high as 1.37 per SD increase in educational attainment levels for IS. Importantly, the power to detect the causal association (OR = 0.54, 95% CI: 0.41–0.71, and p = 1.16 × 10–5) is 100% by selecting these 111 genetic variants as the instrumental variables. Hence, our analysis has enough statistical power to detect robust causal effect estimates.

Discussion

It has been a long time since the relation between the educational attainment and risk of stroke was evaluated. Until November 2015, there have been 79 observational studies including approximately 164,683 strokes (Mchutchison et al., 2017). However, these observational studies have reported both positive and negative associations between higher educational attainment and stroke (Mchutchison et al., 2017). Meanwhile, there was clear between-study heterogeneity in all comparisons, ranging from 76% to 96% (Mchutchison et al., 2017). Until now, it has been difficult to establish causality because of methodological limitations of traditional observational studies.

Here, we performed an MR analysis to evaluate the potential association of educational attainment with IS risk using large-scale GWAS datasets. MR is based on the premise that the human genetic variants are randomly distributed in the population (Emdin et al., 2017). These genetic variants are largely not associated with confounders and can be used as instrumental variables to estimate the causal association of an exposure with an outcome (Emdin et al., 2017), which could avoid the methodological limitations of the traditional observational studies.

Our results indicated that a genetically increased educational attainment was significantly associated with reduced IS risk. IVW showed that each additional 3.6-year increase in years of schooling was significantly associated with a reduced IS risk (OR = 0.54, 95% CI: 0.41–0.71, and p = 1.16 × 10–5). Importantly, other sensitivity analyses further supported this estimate. All these findings show that the causal association between genetically increased educational attainment and reduced IS risk is robust. Hence, our results do seem to hint at what lifestyle choices may help protect against IS. The life experiences that engage the brain, such as higher educational attainment, may protect against IS risk.

Our findings are comparable to findings from traditional observational studies with OR = 0.74 (Mchutchison et al., 2017), 0.65 (men) (Ferrario et al., 2017), and 0.71 (women) (Ferrario et al., 2017). Meanwhile, our findings are also consistent with the results from a recent MR study, which found that one SD increase in years of schooling (3.6 years) was associated with a reduced risk of coronary heart disease (OR = 0.67, 95% CI 0.59–0.77; p = 3.00 × 10–8) (Tillmann et al., 2017). It has been established that coronary artery disease is one of the leading risk factors for stroke (Meschia et al., 2014).

Until now, 3 MR studies have also investigated the causal association between educational attainment and IS. Harshfield et al. assessed the causal effect of 12 lifestyle factors on risk of stroke (Harshfield et al., 2021). They found that genetically increased educational attainment was associated with reduced risk of IS, large artery stroke, and small vessel stroke, and intracerebral hemorrhage using 305 educational attainment genetic variants (Harshfield et al., 2021). Wen et al. selected 58 educational attainment genetic variants and identified a suggestive causal association between education and IS (p = 0.048) (Xiuyun et al., 2020). Gill et al. selected 625 instrument SNPs for educational attainment and found that education was causally associated with stroke risk (Gill et al., 2019). A main difference between our and previous MR studies is the manual pleiotropy analysis. These above 3 MR studies only used the statistical methods to perform the pleiotropy analysis (Gill et al., 2019; Xiuyun et al., 2020; Harshfield et al., 2021).

This MR study has several strengths. First, this study may benefit from the large-scale educational attainment GWAS dataset (N = 405,072 individuals of European descent individuals) and IS GWAS dataset (N = 29,633 individuals of European descent). Importantly, power analysis further provides ample power to detect the association of educational attainment with IS risk. Second, both the educational attainment and IS GWAS datasets are from the European descent, which may reduce the influence on the potential association caused by the population stratification. Third, multiple independent genetic variants are taken as instruments, which may reduce the influence on the potential association caused by the linkage disequilibrium; Fourth, we selected multiple methods to perform MR analysis, as in previous studies (Mokry et al., 2015; Nelson et al., 2015; Emdin et al., 2017; Larsson et al., 2017a; Manousaki et al., 2017; Noyce et al., 2017). Fifth, we performed a comprehensive pleiotropy analysis to evaluate the potential association of these educational attainment genetic variants with known IS risk factors. We excluded 51 genetic variants associated with potential confounders, which meets the MR assumptions.

Despite these interesting results, we recognize some limitations in our study. First, we could not completely rule out that there may be additional confounders, although some other available software or tools may be helpful to identify the pleiotropy, such as GSMR (Zhu et al., 2018) and CAUSE (Morrison et al., 2020). Until now, it is almost impossible to fully rule out pleiotropy present in any MR study (Emdin et al., 2017; Larsson et al., 2017a; Larsson et al., 2017b). Second, it could not be completely ruled out that population stratification may have had some influence on the estimate. Third, the genetic association between education and IS may be different in different ancestries. Hence, this causal association should be further evaluated in other ancestries. In some individuals, the association between a genetic variant and one specific outcome may have been confounded by the hidden population structure (Davies et al., 2018). Thus, MR studies using these individuals could have been biased by population stratification or different ancestries (Davies et al., 2019). In fact, Zheng et al. found that hypertension could play different causal roles on chronic kidney disease across ancestries (Zheng et al., 2022). Fourth, the underlying mechanisms about the causal association between educational attainment and IS remain unclear.

In summary, we provide genetic evidence that high education could reduce IS risk. Our findings could have public health implication to raise awareness of the extent to which educational inequalities are associated with risk of IS. Meanwhile, population-based solutions may contribute to ameliorate the deleterious effects of low educational attainment on health outcomes.

This research has been conducted using the IS GWAS datasets from the METASTROKE consortium. We thank the METASTROKE consortium, DIAbetes Genetics Replication and Meta-analysis (DIAGRAM) Consortium, CardiogramplusC4D consortium, Social Science Genetic Association Consortium (SSGAC), and UK Biobank for other GWAS summary statistics.

Data Availability Statement

The original contributions presented in the study are included in the article/Supplementary Material, further inquiries can be directed to the corresponding authors.

Author Contributions

LG, MY, and HL designed the study; LG, analyzed the data; and all authors contributed to the interpretation of the results and critical revision of the manuscript for important intellectual content and approved the final version of the manuscript. HF, LZ, and LH contribute to revision of the manuscript.

Funding

This work was supported by the funding from the National Natural Science Foundation of China (Grant No. 81871855) and the Natural Science Foundation of Shandong Province (No. ZR2020MH141), and Exceptional Young Talents Fostering Foundation 2021 of the Tianjin Fourth Central Hospital (Grant No. tjdszxyy20210003).

Conflict of Interest

The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.

Publisher’s Note

All claims expressed in this article are solely those of the authors and do not necessarily represent those of their affiliated organizations, or those of the publisher, the editors and the reviewers. Any product that may be evaluated in this article, or claim that may be made by its manufacturer, is not guaranteed or endorsed by the publisher.

Supplementary Material

The Supplementary Material for this article can be found online at: https://www.frontiersin.org/articles/10.3389/fgene.2021.794820/full#supplementary-material

Click here for additional data file.

Abbreviations

BMI, body mass index; CI, confidence interval; CARDIoGRAMplusC4D, Coronary ARtery DIsease Genome wide Replication and Meta-analysis (CARDIoGRAM) plus The Coronary Artery Disease (C4D) Genetics) consortium; DIAGRAM, DIAbetes Genetics Replication And Meta-analysis consortium; IS, ischemic stroke; GWAS, genome-wide association study; IVW, inverse-variance-weighted meta-analysis; OR, odds ratio; SD, standard deviation; SNP, single-nucleotide polymorphism; SSGAC, Social Science Genetic Association Consortium.
==== Refs
References

An S. J. Kim T. J. Yoon B. W. (2017). Epidemiology, Risk Factors, and Clinical Features of Intracerebral Hemorrhage: An Update. J. Stroke 19 , 3–10. 10.5853/jos.2016.00864 28178408
Brion M. J. Shakhbazov K. Visscher P. M. (2013). Calculating Statistical Power in Mendelian Randomization Studies. Int. J. Epidemiol. 42 , 1497–1501. 10.1093/ije/dyt179 24159078
Burgess S. Thompson S. G. (2011). Avoiding Bias from Weak Instruments in Mendelian Randomization Studies. Int. J. Epidemiol. 40 , 755–764. 10.1093/ije/dyr036 21414999
Chang C. L. Marmot M. G. Farley T. M. Poulter N. R. (2002). The Influence of Economic Development on the Association between Education and the Risk of Acute Myocardial Infarction and Stroke. J. Clin. Epidemiol. 55 , 741–747. 10.1016/s0895-4356(02)00413-4 12384187
Dale C. E. Fatemifar G. Palmer T. M. White J. Prieto-Merino D. Zabaneh D. (2017). Causal Associations of Adiposity and Body Fat Distribution with Coronary Heart Disease, Stroke Subtypes, and Type 2 Diabetes Mellitus: A Mendelian Randomization Analysis. Circulation 135 , 2373–2388. 10.1161/CIRCULATIONAHA.116.026560 28500271
Davies N. M. Hill W. D. Anderson E. L. Sanderson E. Deary I. J. Davey Smith G. (2019). Multivariable Two-Sample Mendelian Randomization Estimates of the Effects of Intelligence and Education on Health. Elife 8 , e43990. 10.7554/eLife.43990 31526476
Davies N. M. Holmes M. V. Davey Smith G. (2018). Reading Mendelian Randomisation Studies: a Guide, Glossary, and Checklist for Clinicians. BMJ 362 , k601. 10.1136/bmj.k601 30002074
Emdin C. A. Khera A. V. Natarajan P. Klarin D. Zekavat S. M. Hsiao A. J. (2017). Genetic Association of Waist-To-Hip Ratio with Cardiometabolic Traits, Type 2 Diabetes, and Coronary Heart Disease. JAMA 317 , 626–634. 10.1001/jama.2016.21042 28196256
Ference B. A. Kastelein J. J. P. Ginsberg H. N. Chapman M. J. Nicholls S. J. Ray K. K. (2017). Association of Genetic Variants Related to CETP Inhibitors and Statins with Lipoprotein Levels and Cardiovascular Risk. JAMA 318 , 947–956. 10.1001/jama.2017.11467 28846118
Ferrario M. M. Veronesi G. Kee F. Chambless L. E. Kuulasmaa K. Jorgensen T. (2017). Determinants of Social Inequalities in Stroke Incidence across Europe: a Collaborative Analysis of 126 635 Individuals from 48 Cohort Studies. J. Epidemiol. Community Health 71 , 1210–1216. 10.1136/jech-2017-209728 28983063
Gill D. Efstathiadou A. Cawood K. Tzoulaki I. Dehghan A. (2019). Education Protects against Coronary Heart Disease and Stroke Independently of Cognitive Function: Evidence from Mendelian Randomization. Int. J. Epidemiol. 48 , 1468–1477. 10.1093/ije/dyz200 31562522
Greco M. F. Minelli C. Sheehan N. A. Thompson J. R. (2015). Detecting Pleiotropy in Mendelian Randomisation Studies with Summary Data and a Continuous Outcome. Stat. Med. 34 , 2926–2940. 10.1002/sim.6522 25950993
Harshfield E. L. Georgakis M. K. Malik R. Dichgans M. Markus H. S. (2021). Modifiable Lifestyle Factors and Risk of Stroke: A Mendelian Randomization Analysis. Stroke 52 , 931–936. 10.1161/STROKEAHA.120.031710 33535786
Hartwig F. P. Borges M. C. Horta B. L. Bowden J. Davey Smith G. (2017). Inflammatory Biomarkers and Risk of Schizophrenia: A 2-Sample Mendelian Randomization Study. JAMA Psychiatry 74 (12 ), 1226–1233. 10.1001/jamapsychiatry.2017.3191 29094161
Kubota Y. Heiss G. Maclehose R. F. Roetker N. S. Folsom A. R. (2017). Association of Educational Attainment with Lifetime Risk of Cardiovascular Disease: The Atherosclerosis Risk in Communities Study. JAMA Intern. Med. 177 , 1165–1172. 10.1001/jamainternmed.2017.1877 28604921
Larsson S. C. Burgess S. Michaelsson K. (2017a). Association of Genetic Variants Related to Serum Calcium Levels with Coronary Artery Disease and Myocardial Infarction. JAMA 318 , 371–380. 10.1001/jama.2017.8981 28742912
Larsson S. C. Traylor M. Malik R. Dichgans M. Burgess S. Markus H. S. (2017b). Modifiable Pathways in Alzheimer's Disease: Mendelian Randomisation Analysis. BMJ 359 , j5375. 10.1136/bmj.j5375 29212772
Li Y. Chen W. Tian S. Xia S. Yang B. (2021). Evaluating the Causal Association between Educational Attainment and Asthma Using a Mendelian Randomization Design. Front. Genet. 12 , 716364. 10.3389/fgene.2021.716364 34434223
Liu G. Jin S. Jiang Q. (2019). Interleukin-6 Receptor and Inflammatory Bowel Disease: A Mendelian Randomization Study. Gastroenterology 156 , 823–824. 10.1053/j.gastro.2018.09.059 30445015
Liu G. Xu Y. Jiang Y. Zhang L. Feng R. Jiang Q. (2017). PICALM Rs3851179 Variant Confers Susceptibility to Alzheimer's Disease in Chinese Population. Mol. Neurobiol. 54 , 3131–3136. 10.1007/s12035-016-9886-2 27048444
Liu G. Zhao Y. Jin S. Hu Y. Wang T. Tian R. (2018). Circulating Vitamin E Levels and Alzheimer's Disease: a Mendelian Randomization Study. Neurobiol. Aging 72 , 189.e1–189.e9. 10.1016/j.neurobiolaging.2018.08.008
Liu H. Zhang Y. Hu Y. Zhang H. Wang T. Han Z. (2021a). Mendelian Randomization to Evaluate the Effect of Plasma Vitamin C Levels on the Risk of Alzheimer's Disease. Genes Nutr. 16 , 19. 10.1186/s12263-021-00700-9 34715780
Liu H. Zhang Y. Zhang H. Wang L. Wang T. Han Z. (2021b). Effect of Plasma Vitamin C Levels on Parkinson's Disease and Age at Onset: a Mendelian Randomization Study. J. Transl Med. 19 , 221. 10.1186/s12967-021-02892-5 34030714
