
==== Front
BMC BioinformaticsBMC BioinformaticsBMC Bioinformatics1471-2105BioMed Central London 328610.1186/s12859-019-3286-3Methodology ArticleMultiset sparse partial least squares path modeling for high dimensional omics data analysis http://orcid.org/0000-0003-4969-5555Csala Attila a@csala.me Zwinderman Aeilko H. a.h.zwinderman@amc.uva.nl Hof Michel H. m.h.hof@amc.uva.nl 0000000084992262grid.7177.6Department of Clinical Epidemiology, Biostatistics and Bioinformatics, University of Amsterdam, Amsterdam, 1105 AZ The Netherlands 9 1 2020 9 1 2020 2020 21 95 3 2019 20 11 2019 © The Author(s) 2019Open Access This article is distributed under the terms of the Creative Commons Attribution 4.0 International License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made. The Creative Commons Public Domain Dedication waiver(http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated.Background
Recent technological developments have enabled the measurement of a plethora of biomolecular data from various omics domains, and research is ongoing on statistical methods to leverage these omics data to better model and understand biological pathways and genetic architectures of complex phenotypes. Current reviews report that the simultaneous analysis of multiple (i.e. three or more) high dimensional omics data sources is still challenging and suitable statistical methods are unavailable. Often mentioned challenges are the lack of accounting for the hierarchical structure between omics domains and the difficulty of interpretation of genomewide results. This study is motivated to address these challenges. We propose multiset sparse Partial Least Squares path modeling (msPLS), a generalized penalized form of Partial Least Squares path modeling, for the simultaneous modeling of biological pathways across multiple omics domains. msPLS simultaneously models the effect of multiple molecular markers, from multiple omics domains, on the variation of multiple phenotypic variables, while accounting for the relationships between data sources, and provides sparse results. The sparsity in the model helps to provide interpretable results from analyses of hundreds of thousands of biomolecular variables.

Results
With simulation studies, we quantified the ability of msPLS to discover associated variables among high dimensional data sources. Furthermore, we analysed high dimensional omics datasets to explore biological pathways associated with Marfan syndrome and with Chronic Lymphocytic Leukaemia. Additionally, we compared the results of msPLS to the results of Multi-Omics Factor Analysis (MOFA), which is an alternative method to analyse this type of data.

Conclusions
msPLS is an multiset multivariate method for the integrative analysis of multiple high dimensional omics data sources. It accounts for the relationship between multiple high dimensional data sources while it provides interpretable results through its sparse solutions. The biomarkers found by msPLS in the omics datasets can be interpreted in terms of biological pathways associated with the pathophysiology of Marfan syndrome and of Chronic Lymphocytic Leukaemia. Additionally, msPLS outperforms MOFA in terms of variation explained in the chronic lymphocytic leukaemia dataset while it identifies the two most important clinical markers for Chronic Lymphocytic Leukaemia

Availability
http://uva.csala.me/mspls.https://github.com/acsala/2018_msPLS

Keywords
Multivariate analysisHigh dimensional omics dataPartial least squaresissue-copyright-statement© The Author(s) 2020
==== Body
Background
Technological developments have enabled the measurement and storage of a plethora of biomolecular data extracted from various omics domains, such as data from the genome, epigenome, proteome or metabolome. It has become common to measure hundreds of thousands of biomolecular variables. To explore biological pathways across multiple omics domains, which might be associated with phenotypic (e.g. disease) outcomes, a natural research direction is to simultaneously analyse these omics domains. Complex diseases, such as obesity, diabetes, and schizophrenia have genetic architectures that involve many biological pathways, since they are a result of interactions between genomic, epigenomic and environmental variables [1, 2]. Therefore, modeling biological pathways across multiple omics domains might help to better understand the underlying genetic architecture and biological processes of complex phenotypes, which in turn leads to improved diagnosis, prognosis and therapy [1].

There is ongoing research for suitable statistical methods that could help leverage the available omics data to better model and understand biological pathways and genetic architectures of complex phenotypes on the biomolecular level [3].

Some of the first statistical methods developed for the integrated (i.e. simultaneous) analysis of multiple high dimensional omics datasets are generalizations of well known multivariate methods; e.g. sparse Canonical Correlation Analysis (CCA) [4–8], sparse Redundancy Analysis (RDA) [9, 10], and Multi-Omics Factor Analysis (MOFA) [11]. Detailed reviews and discussions on multivariate methods for omics data analysis can be found in [3, 12–18]. Although there are various statistical methods available to analyse omics data, recent reports argue that the simultaneous analysis of multiple (i.e. three or more) omics data sources is still challenging and current statistical methods are suboptimal. Among the challenges are the lack of accounting for the hierarchical structure between omics domains (i.e. relationship between data sources) and the difficulty of interpretation of genomewide results [2, 3, 19, 20].

To address those challenges, we propose a multiset multivariate statistical method, called multiset sparse Partial Least Squares path modeling (msPLS). msPLS is the penalised extension of multi-block Partial Least Squares path modeling (PLS-PM). Given the situation where biomolecular variables from multiple omics domains are measured on the same patients with shared phenotypes of interest, msPLS models biological pathways by identifying biomarkers (i.e. biomolecular variables that are associated with the phenotypes of interest) in each omics domain. The omics domains are assumed to have a hierarchical structure between each other, and their relationship is modelled in terms of dependencies through explanatory and response domain pairs. The explanatory and response omics data source pairs can be determined through the hypothesised information transfer between data sources as follows [21]. In an asymmetric relationship, a response data source is dependent on a explanatory data source if the prevalent way of information transfer is from the explanatory to the response data source. In a symmetric relationship, there is a recursive information transfer between data sources, and both data sources are dependent on each other. In PLS-PM, latent variables (LVs) are used to model the relationships between explanatory and response manifest variables (MVs) [22, 23]. Similarly to PLS-PM, the LVs in msPLS are linear combinations of the MVs, and are estimated in an iterative regression framework [24]. The LVs are constructed so that the combination of the explanatory MVs account for the most variance either directly in the response MVs (in an asymmetric relationship), or in the LVs of the response MVs (in a symmetric relationship). In general, Partial Least Squares path modeling distinguishes between these two types of relationships between data sources (i.e. symmetric or asymmetric relationships) the same way as the two well known multivariate statistical methods Canonical Correlation Analysis [8] and Redundancy Analysis [10] do. In the “Methods” section, we describe msPLS’s direct correspondence with those two well known multivariate methods. We give a detailed description of msPLS in the “Methods” section.

To illustrate such an explanatory and response dependency structure, consider that we have biomolecular variables (i.e. genomewide epigenomic, transcriptomic and proteomic variables) measured in patients with Marfan syndrome. The goal of this analysis is to use msPLS to explore biological pathways associated with Marfan syndrome, through the simultaneous analysis of the data sources. For this setting, we assume that the proteomic variables are responses for both the epigenomic and transcriptomic variables. Thus the proteome data source has an asymmetric relationship with both the epigenome and the transcriptome data sources. Additionally, there is a symmetric relationship between the epigenome and the transcriptome data sources, assuming a recursive information transfer between the epigenome and transcriptome. These assumptions are based on the special biological sequential information transfers of the central dogma of molecular biology and its elaborated versions [25, 26]. Given the above relationship between omics domains, msPLS identifies the combination of epigenomic and transcriptomic biomarkers that explain the most variance in the proteomic variables, while the combination of the epigenomic and transcriptomic biomarkers have maximum possible correlation with each other. This example is elaborated in more detail in the “Results” section of this paper.

To provide interpretable results from analyses of hundreds of thousands of MVs is addressed through sparse variable selection. msPLS enforces sparse variable selection through penalization methods, such as through the Least Absolute Shrinkage and Selection Operator (LASSO), Ridge, and Elastic Net (ENet) penalization methods [27]. These penalization methods are introduced to PLS-PM by regularising the multivariate regression steps in the iterative regression framework. Introducing regularisation allows msPLS to deal with the characteristic high dimensionality of omics datasets, where the number of variables are much higher than the number of samples. In addition, regularisation improves the interpretability of the final model in the form of sparse variable selection. Once the final model is obtained, the identified biomarkers can be interpreted in terms of biological pathways that are associated with the interest of phenotypes. In the “Methods” section, we quantify msPLS’s ability to identify a handful of associated variables from multiple data sources among thousands of irrelevant variables.

The rest of the paper is structured as follows. In the next section, the results of the real data analyses are described, where msPLS was applied to geneomewide biomolecular variables measured in Marfan patients in order to explain the variance in the phenotypic proteomic variables with the combination of biomarkers from the epigenome and transcriptome, while accounting for a hypothesised relationship in omics domains. Additionally, msPLS was applied to a second omics dataset containing data from patients with Chronic lymphocytic leukaemia, and its results were compared to the results of MOFA. We discuss these findings in the “Discussion” section. In the “Methods” section, we describe msPLS and its implementation in an iterative regression framework, along with a working example of the analysis of three related data sources. In addition, we describe how msPLS, and PLS in general, relate to two well known multivariate methods, CCA and RDA. Finally, we show the results from a simulation study that was performed to assess the ability of msPLS to deal with high dimensional data and its ability to extract explanatory MVs that explain the most variance in the response MVs and LVs.

Results
We applied msPLS to genomewide epigenomic, transcriptomic and proteomic data sources measured in Marfan patients [28]. In addition, we applied msPLS to genomic, epigenomic, transcriptomic, and drug response data sources measured in Chronic Lymphocytic Leukaemia (CLL) patients [29].

Marfan data
The goal of this analysis was to explore biological pathways associated with Marfan disease based on epigenomic, transcriptomic and proteomic data measured in 37 Marfan patients [30]. The 364,134 epigenomic methylation variables were obtained by Illumina Infinium HumanMethylation450 BeadChip from blood leukocytes, the 18,424 transcriptomic gene expression variables were obtained by Affymetrix Human Exon 1.0ST Arrays from skin biopsy, and the 47 proteomic cytokine variables were measured in blood plasma.

The model was constructed by extracting the combination of LVs from the epigenome and transcriptome that explain the most variance in the phenotypic proteome MVs (Fig. 1). We hypothesised a symmetric relationship between the epigenome and transcriptome and asymmetric relationships from the proteome to both the epigenome and the transcriptome, so that the proteomic variables were set as response MVs for both the epigenomic and transcriptomic MVs. We used Univariate Soft Thresholding (UST) penalisation with 10-fold cross validation (see “Methods” section) to find the penalisation parameter that optimised the sum of squared correlations between the combination of LVs from the epigenome and transcriptome with respect to the proteome variables (see Eq. (5) in Methods). The final model extracted 40 methylation markers and 52 gene expression markers that optimised the sum of squared correlation of the explanatory LVs of the epigenome and transcriptome with the MVs from the proteome (Fig. 2). The sum of squared correlations was 9.32. Through bootstrapping, we obtained a 95% confidence interval of [9.03, 9.56] and a p-value <0.01 after permutation (see “Methods” section). The best fitting model resulted in a set of LVs that captured 49% of variance in both the epigenome and transcriptome variables and 65% of variance in the proteome variables. The extracted biomarkers with their corresponding individual contribution towards the overall explained variance in the proteomic variables (i.e. illustrated by the methylation and gene expression weights) and the proteomic variables with their corresponding individual correlation strength with the combination of the explanatory LVs (i.e. illustrated by the cytokine weights) are listed in Table 1.
Fig. 1 msPLS identified a combination of 40 epigenomic markers (denoted as ξ1) and 52 transcriptomic markers (denoted as ξ2) that explain the most variance in the proteome variables. The color scale represents the strength of w regression weights


Fig. 2 msPLS identified 40 methylation markers and 52 gene expression markers that optimised the sum of squared correlation of the explanatory LVs of the epigenome and transcriptome with the MVs from the proteome


Table 1 The weights of the epigenomic, transcriptomic and proteomic variables extracted by msPLS from the Marfan data

Methylation markers	Gene expression markers	Cytokine markers	
Site	w	Gene code	w	Marker code	w	
Collagen formation	2.02 ×10−2	Extracellular matrix organization [31]	
Transcriptional regulation of white adipocyte differentiation	2.17 ×10−2	Possibly by depleted or abnormal adipose tissue [38]	
Aromatic amines can be N-hydroxylated	
or N-dealkylated by CYP1A2	2.29 ×10−2	Not known	
Formation of annular gap junctions	2.29 ×10−2	Endothelial dysfunction [39]	
Gap junction degradation	2.50 ×10−2	Endothelial dysfunction [39]	
Proton-coupled monocarboxylate transport	2.50 ×10−2	Not known	
RUNX3 regulates p14-ARF	3.31 ×10−2	Signaling by TGF-beta receptor complex [37]	
Fusion of the Influenza Virion to the Host Cell Endosome	3.52 ×10−2	Not known*	
Packaging of Eight RNA Segments	3.52 ×10−2	Not known*	
Fusion and Uncoating of the Influenza Virion	3.72 ×10−2	Not known*	
Uncoating of the Influenza Virion	3.72 ×10−2	Not known*	
Budding	3.72 ×10−2	Not known*	
Release	3.72 ×10−2	Not known*	
Biosynthesis of protectins	3.72 ×10−2	Possibly by proresolving lipid mediators [40]	
Degradation of the extracellular matrix	3.87 ×10−2	Extracellular matrix organization [31]	
RHO GTPases Activate Formins	3.92 ×10−2	Extracellular matrix organization [41]	
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	3.92 ×10−2	Signaling by TGF-beta receptor complex [31]	
Cell-extracellular matrix interactions	3.92 ×10−2	Extracellular matrix organization [31]	
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	4.13 ×10−2	Arachidonic acid metabolism [42]	
Entry of Influenza Virion into Host Cell via Endocytosis	4.13 ×10−2	Not known*	
Virus Assembly and Release	4.13 ×10−2	Not known*	
Biosynthesis of maresin-like SPMs	4.33 ×10−2	Possibly by proresolving lipid mediators [40]	
Biosynthesis of specialized proresolving mediators (SPMs)	4.41 ×10−2	Possibly by proresolving lipid mediators [40]	
Cytokine Signaling in Immune system	4.49 ×10−2	Cytokine signaling [31]	
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	4.73 ×10−2	Arachidonic acid metabolism [42]	
Arachidonic acid metabolism	4.76 ×10−2	Arachidonic acid metabolism [42]	
The pathway names and p-values are obtained from https://reactome.org. Not known associations marked with asterisk (*) are all biomolecular pathways associated with reactions to Influenza virus



Among the pathways that were identified, already known pathophysiological pathways associated with Marfan disease [31] were found, such as the “Extracellular matrix organization” (p-value 4.8×10−3), the “Crosslinking of collagen fibrils” (p-value 1.2×10−3), the “TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)” (p-value 3.92×10−2), and the “Loss of Function of TGFBR2” (p-value 8.39×10−3) pathway. The identified pathways can be further appraised in the context of known interactions of genes and genetic phenotypes. We queried the curated database of Online Mendelian Inheritance in Man (OMIM, available at https://www.omim.org). The OMIM query yielded 372 results (the full list can be found in Additional file 3). Among others, OMIM identified the TGF-beta, Collagen IV, Interleukin-6 loci. The identified pathways from these analysis suggest that some patients suffered from Marfan syndrome type 2, which is based on mutations in the TGFBR2 gene (associated pathway “Loss of Function of TGFBR2”). The mutation in the FBN1 associated with the classic type of Marfan syndrome. Although MFS2 is phenotypically not separable from classic Marfan syndrome, both disease types include thoracic aortic aneurysm, and more generally aortic risk as the main common feature of the disease [31, 43]. This aortic risk is reportedly caused by the loss of function of extracellular matrix proteins (associated pathway “Extracellular matrix organization”), such as collagens and elastin of the vascular wall (associated pathway “Crosslinking of collagen fibrils”), that leads to the loss of solidity and elasticity of the blood vessels, including the aorta, ultimately causing thoracic aortic aneurysm. In addition, it has been reported that the activity of transforming growth factor beta (TGF-beta, associated pathway “TGF-beta receptor signaling in EMT”), is increased in aneurysmal vascular walls [31, 44–46]. Finally, we examined the physical interaction and co-expression patterns of the list of all genes identified by the first set of LVs (see Table 1) with the online tool GeneMania (available at https://genemania.org). We queried the list of genes based on their biological functions. The analysis resulted in a rich interaction and co-expression pattern (see Fig. 4) with 403 reference studies describing these relationships. The full results of the GeneMania query is available in Additional file 4.
Fig. 4 The co-expression pattern of the resulting Marfan genes queried on their biological process based functions. The figure was produced with GeneMania (available at https://genemania.org)



Chronic lymphocytic leukaemia data
We used msPLS for the simultaneous analysis of 69 genomic, 4248 epigenomic, 5000 transcriptomic and 310 drug response variables measured in 200 chronic lymphocytic leukaemia (CLL) patients. This data is publicly available through the Multi-Omics Factor Analysis (MOFA) R package [11]. We used MOFA to impute the missing variables as described in [11]. A detailed description of this dataset can be found in [29]. The goal of this analysis was to compare msPLS performance in terms of explained variance to the performance of MOFA, a state-of-art unsupervised statistical method for the integrative analysis of multiple omics data sources.

To construct the hierarchical structure between the data sources for the msPLS analysis, we hypothesised the following relationship structure between the data source pairs. We assumed symmetric relationships between the genomic, epigenomic and transcriptomic MVs, and the drug response variables were set as response to both the epigenomic and transcriptomic MVs. We used UST penalisation and we compared our results to the results of MOFA. MOFA’s model selected 5 non-zero biomolecular variables in each LVs. To compare the results to the msPLS, we enforced the model to extract 5 genomic, 30 epigenomic and 30 transcriptomic MVs from the omics sources. Also, we extracted multiple set of LVs per data source, and compared the total captured variation of msPLS’s LVs to MOFA’s LVs. The final model of msPLS resulted in 3 set of LVs that together explained 92% of variance in the genomic variables, 97% of variance in the epigenomic variables, 98% of variance in the transcriptomic variables and 85% of variance in the drug response variables. In comparison, MOFA’s first 10 LVs (i.e. referred to as factors in the MOFA model) together explained 23% of variance in the genomic variables, 24% of variance in the epigenomic variables, 38% of variance in the transcriptomic variables and 40% of variance in the drug response variables (Table 4). We compared the correlations of Table 5 the selected MVs with their corresponding LVs (i.e. these correlations are referred to as loadings in the MOFA model) from msPLS’s and MOFA’s models. The biomarkers extracted with msPLS are listed with their corresponding loadings in Table 6.
Table 4 The percentage variation in the chronic lymphocytic leukemia (CLL) data sources explained by the subsequent LVs of msPLS and MOFA

	Genomic variables	Epigenomic variables	Transcriptomic variables	Drug response variables	
	msPLS	MOFA	msPLS	MOFA	msPLS	MOFA	msPLS	MOFA	
LV 1	72%	15%	92%	17%	92%	7.5%	57%	15%	
LV 2	18%	8.2%	4%	0.5%	5%	4.7%	21%	3.5%	
LV 3	2%	<0.1%	1%	<0.1%	1%	1.4%	7%	11.2%	
LV 4		<0.1%		<0.1%		9%		<0.1%	
LV 5		<0.1%		<0.1%		2.8%		6.1%	
LV 6		<0.1%		<0.1%		4.8%		3.4%	
LV 7		0.9%		2.4%		1.9%		1%	
LV 8		<0.1%		0.5%		3.8%		0.5%	
LV 9		<0.1%		2.6%		0.9%		0.4%	
LV 10		<0.1%		<0.1%		2.2%		<0.1%	
Total	92%	24%	97%	24%	98%	38%	85%	41%	

Table 5 The weights of the genomic, epigenomic, and transcriptomic variables extracted by msPLS from CLL data sources

Genomic variables	Epigenomic variables	Transcriptomic variables	
Name	w	Site	w	Gene code	w	
del11q22.3	0.31	cg06369076	0.036	ADAM29	0.046	
del17p13	0.16	cg22449085	0.036	AGPAT4	0.043	
BRAF	0.17	cg12208353	0.036	ANK2	0.047	
TP53	0.21	cg04694619	0.037	CRY1	0.049	
IGHV	-0.66	cg20782816	0.038	DNAH3	0.046	
		cg00832703	0.037	ENO4	-0.041	
		cg01399475	-0.036	ESPNL	0.043	
		cg21398469	0.037	GFI1	0.045	
		cg11181763	0.036	GLDN	0.044	
		cg01360627	0.036	ITPRIPL2	0.040	
		cg09087901	0.036	KANK2	0.047	
		cg04848693	0.037	L3MBTL4	0.049	
		cg12522599	0.038	LDOC1	0.041	
		cg11090458	0.037	LPL	0.041	
		cg00148025	0.038	MAPK4	-0.040	
		cg12032915	0.036	MRO	0.043	
		cg07629149	0.039	MSI2	0.046	
		cg23844018	0.037	NDUFA4L2	0.042	
		cg05213414	0.037	NUGGC	0.041	
		cg01928411	0.037	PLD1	0.043	
		cg07699978	0.036	PON1	0.042	
		cg03035162	0.036	PRR18	-0.044	
		cg03462096	0.039	SEPT10	-0.040	
		cg08171667	0.036	SOWAHC	0.041	
		cg26441291	0.038	TP63	0.043	
		cg21400896	0.037	USP6NL	-0.040	
		cg15236196	0.036	VSIG10	0.042	
		cg21394039	0.038	ZNF135	-0.040	
		cg04613057	0.036	ZNF471	-0.042	
		cg08496123	0.036	ZNF667	0.041	

Table 6 The loadings of the three subsequent LVs extracted by msPLS from the genomic variables of the CLL data set

1st set of LVs	2nd set of LVs	3rd set of LVs	
Name	loading	Name	loading	Name	loading	
del11q22.3	0.31	del11q22.3	-0.27	NRAS	0.35	
del17p13	0.16	trisomy12	0.65	COL6A5	-0.34	
BRAF	0.17	del13q14_any	-0.37	FAM47A	-0.35	
TP53	0.21	del14q24.3	0.20	FAT4	-0.39	
IGHV	-0.66	CREBBP	0.15	PRPF8	-0.52	


We also compared the results of MOFA and msPLS in terms of clinical assessment of the outputs of both models (the full clinical assessment of MOFA’s results can be found in [11]). For this, we used the gene set enrichment analysis in MOFA’s environment. This query resulted in total more than 10,000 pathways, from which 241 pathways with p-values <0.05 were identified with the gene sets obtained on the CLL data with MOFA, and 298 pathways with p-values <0.05 were identified with the gene sets obtained on the CLL data with msPLS. The first 1000 pathways (ordered by their corresponding p-values) for the gene sets from MOFA and msPLS can be found in Additional file 5 and 6. Out of these 1000 pathways, 811 (81%) were identified by both methods, and there are 158 (66% and 53%) overlapping pathways with p-values <0.05 (see Additional file 7). Similarly to MOFA, msPLS extracted biomarkers from the genomic variables that can be associated with the pathphysiological pathways of CLL. After querying the gene sets from msPLS, the gene set enrichment analysis identified associations with biological pathways such as the “Transcriptional regulation of white adipocyte differentiation” (p-value 3.72×10−4), the “Glycerophospholipid biosynthesis” (p-value 5.92×10−5), and the “TP53 Regulates Metabolic Genes” (p-value 4.39×10−4) pathway in the first LV. In the second LV, the pathways “Keratan sulfate/keratin metabolism” (p-value 5.16×10−5), “Post NMDA receptor activation events” (p-value 1.15×10−4), and “Activation of NMDA receptor upon glutamate binding and postsynaptic events” (p-value 2.03×10−4) are among the identified ones. Finally, some of the pathways identified in the thirds LV are “Downstream TCR signaling” (p-value 7.27×10−71), “Translocation of ZAP-70 to Immunological synapse” (p-value 1.52×10−59), “TCR signaling” (p-value 3.14×10−41), and “Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell” (p-value 8.68×10−14). The two most important clinical markers for CLL, namely the immunoglobulin heavy chain gene (IGHV) and the trisomy of chromosome 12 (trisomy12) were extracted as the first and second LV, respectively (Table 6) [11]. Thus similarly to MOFA, the first two set of LVs from msPLS are aligned among IGHV and trisomy12 (the absolute loading of IGHV is 0.66 in the first LV and the absolute loading of trisomy12 is 0.65 in the second LV), and these can be seen as axis of disease heterogeneity. The samples can be clearly clustered based on their IGHV and trisomy 12 status (Fig. 5). Also, there were 140 pathways with p-values <0.05 discovered by the gene sets from msPLS that are not overlapping with the pathways discovered by the gene sets from MOFA. Notable pathways that might signal new knowledge discovery are “Regulation of TP53 Activity through Phosphorylation” (p-value 1.93×10−4), “TP53 Regulates Transcription of Cell Death Genes” (p-value 8.1×10−4) [47], “HDACs deacetylate histones” (p-value 8.73×10−25) [48], “HS-GAG degradation” (p-value 1.22×10−4), “HS-GAG biosynthesis” (p-value 7.6×10−4), and “Heparan sulfate/heparin (HS-GAG) metabolism” (p-value 5.66×10−3) [49].
Fig. 5 The samples of the CLL data clustered around on their IGHV and trisomy 12 status, extracted by the first and second LV of the msPLS model. The figure was produced by the MOFA R package [11]



Discussion
In this paper, we propose a penalised extension of multiset Partial Least Squares path modeling in response to recent reports pointing out the lack of appropriate statistical methods for the simultaneous analysis of multiple high dimensional omics data sources.

msPLS addresses two challenges of integrated high dimensional omics data analysis; namely, it accounts for the relationships between multiple data sources and it provides interpretable results from analyses of hundreds of thousands of biomolecular variables.

Firstly, msPLS accounts for the hierarchical relationship between multiple high dimensional data sources in terms of a explanatory-response dependency structure. It can model dependencies between data sources, such as a hypothesised sequential information transfer in biomolecular domains, through explanatory-response data source pairs. This relationship structure can be easily redefined prior to the analysis, based on most recent biological knowledge. When the relationship is set according to biological knowledge, the biologically relevant biomarkers are identified instead of the variables that explain the most variance in the (combination of) phenotypic variables. Secondly, msPLS provides interpretable results in the form of combinations of biomarkers that have the highest explanatory power for the variance in the phenotypic variables. The biomarkers are extracted along with their weights that indicate their strength of contribution to the overall explained variance. These biomarkers can be further appraised in the context of known biological pathways, for example via gene set enrichment analysis.

Through simulation studies and analyses of omics datasets, we show that msPLS is able to find the combination of biomarkers with the highest explanatory power for the variance in the phenotypic variables, and it can capture a higher proportions of variance in data sources than MOFA, a state-of-art LV based method for multiset omics data analysis. True positive rates of msPLS are reported from the simulation studies (see “Methods” section) to quantify the ability of finding the combination of explanatory variables from the data sources that explain the most variance in response variables. True positive rates range from 0.61 to 0.99, indicating that the precision of finding truly associated variables improves with increasing sample size. Similarly, true negative rates are reported to quantify msPLS’s ability to exclude irrelevant variables from the final model. True negative rates are above 0.99 for each simulation studies, indicating that the final model excludes irrelevant variables with high precision, regardless of sample size.

The analysis of a genomewide omics dataset of 364,134 epigenomic, 18,424 transcriptomic and 47 proteomic variables resulted in biological relevant pathways. msPLS identified a combination of 40 epigenomic biomarkers and 52 transcriptomic biomarkers that has the highest explanatory power for the variance in the phenotypic proteome variables. Despite the low sample size of 37, msPLS identified biomarkers that can be found in known biological pathways associated with the pathophysiology of Marfan disease. Similarly to other LV based multivariate methods, it is possible to extract subsequent LVs with msPLS in a way that they explain a different portion of variance in the data sources. These subsequent LVs are orthogonal to each other, thus the newly obtained biomarkers can be interpreted as biological pathways independent from the ones that were discovered in the previous set of LVs. Comparing the results of msPLS and MOFA on the analyses of the CLL dataset, we found that the three set of LVs from the msPLS model captured 92%, 97%, 98% and 85% of the variation in the genomic, epigenomic, transcriptomic and drug response data sources, respectively, while the first ten LVs of MOFA captured a total of 24%, 24%, 38% and 41% of variation in those same data sources, respectively. msPLS, similarly to MOFA, identified the two most important clinical markers for CLL in its first two LVs, and in the “Results” section we additionally report many highly associated and possible novel pathways found through gene enrichment analysis using the MOFA R package.

Note that the present framework of msPLS assumes linear relationships between data sources and that the omics data is measured on a single homogeneous population. As an interesting future direction to extend msPLS is to incorporate non-linear relations in the model or to extend the model such that it can identify different subgroups in the samples.

Conclusions
In summary, msPLS is an appropriate multiset multivariate method that can account for the relationships between high dimensional data sources while it provides interpretable results through its sparse solutions. In the “Methods” section we also describe the algorithm for msPLS and we provide an implementation of the algorithm in the open source R software, which is uploaded with the manuscript and available upon request from the authors. We provide open source code that facilitates the use of our msPLS method on new data with the aim to leverage more and more biomolecular data to model and better understand the genetic architectures and biological processes of complex phenotypes, and ultimately to transition the information synthesised from omics data analyses into medical knowledge to improve diagnosis, prognosis and therapy.

Methods
Multiset sparse partial least squares path modeling
Multiset sparse Partial Least Squares path modeling (msPLS) is a multivariate approach for modeling the relationship between Q related data sources (X1,...,Xq,...,XQ), with the help of latent variables (LVs). Each data source contains pq number of manifest variables (MVs), measured on the same n samples (i.e. Xq∈ℝn×pq), each data source is assigned to its corresponding LV (ζ1,...,ζq,...,ζQ). The LVs are linear combinations of their MVs (ζq=Xqwq, where ζq∈ℝn×1 and wq∈ℝpq×1). The relationship between the data sources is encoded in a connectivity matrix, like in Partial Least Squares path modeling (PLS-PM), and modelled through a multiple regression model between the LVs;
 1 ζq=∑m=1Mqθqmζm→q+vq, 

where ∑m=1Mqζm→q denotes the sum of Mq LVs that are explanatory for ζq, θqm is the coefficient capturing the effect of the mth ζm→q on ζq, and vq is white noise, following the notation of [22, 24] for PLS-PM. A full description for the PLS-PM algorithm can be found in [24] (Algorithm 6). The weight vectors wq are estimated as
 2 wq=Xq′Xq−1Xq′ζq, 

or as
 3 wq=(1/n)Xq′ζq, 

depending on the mode of the regression. PLS-PM denotes Eq. (2) as Mode A and Eq. (3) as Mode B regression. For msPLS, Mode A (i.e. multiple univariate regression) is used for the weight vectors of MVs that do not have any response MVs, and Mode B (i.e. multivariate regression) is used for the weight vectors of MVs that do have response MVs. The descriptions of the objective functions of PLS-PM can be found in [22, 24] and the objective function for msPLS is given by Eq. (5) in the “General case” section.

In a high dimensional setting (i.e. pq>>n), the covariance matrix of Xq in Eq. (2) is non-invertible. To solve this problem, we propose to replace Eq. (2) with Elastic Net (ENet) penalization. Replacing the ordinary least square estimator in Eq. (2) with ENet penalisation has two advantages; not only we overcome the multicollinearity issue encountered in a high dimensional setting, but ENet also enforces sparse variable selection, which ease the interpretability of the final model. Equation (2) then becomes
 4 wq=argminwqwq′Xq′Xq+λ2I1+λ2wq−2ζ~q′Xqwq+λ1wq, 

where λ1 denotes the LASSO penalty and λ2 denotes the Ridge penalty parameters [27].

An example of msPLS with three data sources
Let us first examine an application of msPLS to three data sources. Given data sources X1, X2, and X3 with p1, p2 and p3 number of variables, measured on n samples (i.e. X1∈ℝn×p1, X2∈ℝn×p2 and X3∈ℝn×p3), we consider the following relationships between the data sources: X1 and X2 have a symmetric relation (i.e. they are responses for each other). Furthermore, there are asymmetric relations between X1 and X3, and between X2 and X3, such that X3 is response for both X2 and X1 (Fig. 6). These relationships are encoded in a three dimensional connectivity matrix C (i.e. C∈{0,1}3×3), where the entry cqq′ is 1 if data source q is response for data source q′, and 0 otherwise (where q≠q′ and cqq′ indicates the element from qth row and q′th column of matrix C). The objective of the analysis is then to simultaneously extract the MVs from X1 and X2 with the highest explanatory power for the variance in MVs of X3.
Fig. 6 The proposed relationship between three data sources. X1 and X2 have a symmetric relation (i.e. they are responses for each other) and X3 have asymmetric relation with both X1 and X2 (i.e. X3 is response for both X2 and X1)



Three data sources msPLS algorithm Given data sources X1, X2, and X3, and Θ=C=010100110
Preliminary steps
Center and scale X1, X2, and X3

Set w1(0), w2(0) and w3(0) initial weight vectors to arbitrary vectors of [1,1,...,1]′ with length p1, p2 and p3, respectively

Define convergence criterion CRT=1 and a small positive tolerance γ=10−6



Iterative regression steps

While CRT≥γ;
